データ仕様　ズームレベル4～7（注記）
注記名,source-layer,ftCode,annoCtg,データタイプ
地方名,label,50100,140,点
海域名,label,50100,344,点
湾・海峡,label,50100,345,点
海底地形名,label,50100,348,点
諸島・群島・列島名,label,50100,351,点
島名,label,50100,352,点
湖沼名,label,50100,321,点
河川名,label,50100,322,点
半島名,label,50100,346,点
岬・崎名,label,50100,343,点
山名,label,50100,311,点
山地名、山脈名、平原名,label,50100,333,点
